smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,toxicity_score
C=C(C)C1CC=C2CCCC(C)C2(C)C1,-5.488,4.462,5.236,0.033,0.0,0.003,0.657,0.086,-4.446,1.368550965707982e-05,0.865,90.37410736083984%,3.212,6.369166851043701%,0.394,0.762,0.239,0.938,0.198,0.703,0.202,0.91,0.579,0.31,11.16,0.068,0.008,0.342,0.043,0.009,0.017,0.397,0.07,0.879,0.045,0.685,0.915,2.933,3.344,3.538,5.79,0.14,0.004,0.002,0.127,0.074,0.455,0.011,0.083,0.005,0.098,0.438,0.013,204.19,245.61,0.831,0,0,0.0,1,2,10,0,0,12,0.083,3,0,0,0,0,0,1,0,0,0.542,3.964,0.733,34.0,2.675,0,0,0,0,Accepted,Rejected,Rejected,Accepted,2
C=C1CCC=C(C)CCC2C1CC2(C)C,-6.163,4.682,5.906,0.423,0.0,0.003,0.885,0.156,-4.517,1.4713710697833449e-05,0.832,95.28889465332031%,4.138,3.3572583198547363%,0.372,0.515,0.371,0.858,0.332,0.891,0.021,0.863,0.133,0.244,9.943,0.048,0.019,0.26,0.13,0.012,0.049,0.634,0.203,0.357,0.031,0.769,0.059,3.129,4.024,4.957,6.196,0.027,0.004,0.004,0.011,0.101,0.347,0.004,0.041,0.004,0.187,0.233,0.005,204.19,245.61,0.831,0,0,0.0,0,2,11,0,0,13,0.0,2,0,0,0,0,0,1,0,0,0.501,4.172,0.733,34.0,3.432,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
CC1=CCC2(CC1)C(C)CCC2C(C)C,-5.695,4.7,5.494,0.002,0.001,0.004,0.811,0.922,-4.354,1.4135618584987242e-05,0.492,98.16539001464844%,3.622,2.4178099632263184%,0.413,0.409,0.37,0.931,0.473,0.526,0.048,0.312,0.397,0.335,16.467,0.09,0.028,0.203,0.149,0.01,0.036,0.043,0.247,0.149,0.321,0.908,0.061,3.188,4.04,4.381,5.624,0.018,0.003,0.004,0.008,0.112,0.464,0.003,0.027,0.003,0.15,0.212,0.004,206.2,248.247,0.831,0,0,0.0,1,2,6,0,0,11,0.091,3,0,0,0,0,0,1,0,0,0.54,4.429,0.867,46.429,3.131,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
C=C1CCCC2(C)CCC(=C(C)C)CC12,-4.929,4.299,5.114,0.637,0.0,0.002,0.891,0.016,-4.577,1.2864788914157543e-05,0.702,95.70606231689453%,3.544,2.3444983959198%,0.425,0.502,0.258,0.864,0.281,0.479,0.047,0.527,0.175,0.255,13.35,0.088,0.017,0.106,0.176,0.012,0.033,0.115,0.071,0.184,0.014,0.866,0.162,3.154,4.412,5.809,5.415,0.014,0.004,0.005,0.014,0.182,0.101,0.01,0.029,0.004,0.177,0.035,0.003,204.19,245.61,0.831,0,0,0.0,0,2,10,0,0,13,0.0,2,0,0,0,0,0,1,0,0,0.494,4.015,0.733,34.0,3.099,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
CC1=CCCC2(C)CCC(=C(C)C)CC12,-5.157,4.385,5.547,0.184,0.001,0.003,0.957,0.774,-4.5,1.2888059245597104e-05,0.253,97.83397674560547%,5.773,2.7617008686065674%,0.42,0.516,0.315,0.89,0.342,0.682,0.043,0.441,0.173,0.24,16.408,0.086,0.021,0.169,0.064,0.006,0.017,0.052,0.217,0.181,0.084,0.907,0.074,3.179,4.059,5.38,5.877,0.016,0.004,0.004,0.011,0.218,0.264,0.008,0.029,0.003,0.214,0.124,0.003,204.19,245.61,0.831,0,0,0.0,0,2,10,0,0,12,0.0,2,0,0,0,0,0,1,0,0,0.494,4.12,0.733,33.0,3.246,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
CC1=CCC(C(C)C)c2cc(C)ccc21,-5.749,4.611,5.165,0.876,0.006,0.004,0.237,0.955,-4.509,1.2927160241815727e-05,0.65,95.66217803955078%,3.359,5.365241050720215%,0.506,0.928,0.84,0.92,0.609,0.829,0.273,0.881,0.545,0.703,10.482,0.113,0.124,0.269,0.041,0.072,0.042,0.2,0.353,0.079,0.091,0.875,0.039,3.063,4.114,4.58,5.401,0.005,0.002,0.024,0.005,0.249,0.099,0.003,0.021,0.004,0.034,0.192,0.007,200.16,240.337,0.833,0,0,0.0,1,2,10,0,0,11,0.091,1,0,0,0,0,0,1,0,0,0.624,3.121,0.467,38.182,1.354,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
CC(C)=CCC=C(C)C1CC=C(C)CC1,-5.814,4.666,6.581,0.129,0.001,0.007,0.966,0.994,-4.502,1.4031767022970598e-05,0.212,92.5184555053711%,6.444,5.026228427886963%,0.939,0.204,0.605,0.681,0.577,0.841,0.194,0.415,0.434,0.225,17.581,0.092,0.014,0.972,0.042,0.012,0.01,0.053,0.906,0.791,0.593,0.973,0.098,3.054,3.027,5.107,6.018,0.02,0.004,0.013,0.009,0.067,0.462,0.005,0.087,0.004,0.6,0.356,0.005,204.19,251.53,0.812,0,0,0.0,3,1,6,0,0,8,0.375,1,0,0,0,0,0,1,0,0,0.565,3.496,0.6,16.333,2.65,0,0,0,0,Accepted,Rejected,Rejected,Accepted,3
CC1=CCCC2(C)CCC(C(C)(C)O)CC12,-3.278,3.692,4.331,0.007,0.0,0.004,0.253,0.059,-4.35,1.324592358287191e-05,0.884,95.48509216308594%,1.504,4.166388988494873%,0.118,0.511,0.115,0.906,0.242,0.725,0.013,0.52,0.11,0.232,10.126,0.145,0.011,0.143,0.027,0.004,0.018,0.112,0.179,0.079,0.617,0.902,0.363,2.534,4.068,4.583,4.955,0.009,0.003,0.002,0.021,0.141,0.254,0.004,0.036,0.002,0.047,0.467,0.001,222.2,257.037,0.864,1,1,20.23,1,2,10,1,0,11,0.091,3,0,0,0,0,0,1,0,0,0.667,4.007,0.867,38.571,3.041,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
C=C(C)C1CCC2(C)CCCC(C)(O)C2C1,-3.931,3.602,4.196,0.003,0.0,0.004,0.018,0.015,-4.525,1.5680458091082983e-05,0.905,77.29936981201172%,1.459,20.725460052490234%,0.056,0.676,0.096,0.929,0.126,0.495,0.019,0.772,0.221,0.379,13.621,0.145,0.025,0.167,0.026,0.01,0.027,0.167,0.082,0.09,0.09,0.819,0.849,2.533,4.091,4.125,5.402,0.027,0.004,0.002,0.067,0.13,0.124,0.006,0.047,0.003,0.043,0.398,0.005,222.2,257.037,0.864,1,1,20.23,1,2,10,1,0,12,0.083,4,0,0,0,0,0,1,0,0,0.667,4.095,0.867,40.714,2.993,0,0,0,0,Accepted,Rejected,Rejected,Accepted,1
CC(C)=C1CCC2(C)CCCC(C)(O)C2C1,-3.802,3.545,4.319,0.128,0.0,0.005,0.871,0.173,-4.544,1.587074439157732e-05,0.447,96.07682037353516%,2.613,3.483182191848755%,0.068,0.373,0.159,0.915,0.142,0.419,0.023,0.214,0.105,0.244,15.762,0.218,0.017,0.095,0.039,0.006,0.016,0.026,0.12,0.143,0.01,0.629,0.071,2.354,3.816,4.597,4.497,0.009,0.004,0.003,0.012,0.22,0.021,0.007,0.035,0.003,0.072,0.116,0.002,222.2,257.037,0.864,1,1,20.23,0,2,10,1,0,12,0.0,3,0,0,0,0,0,1,0,0,0.613,4.187,0.867,39.643,3.034,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
C=C1C2CCC(C2)C1(C)CCC=C(C)C,-6.057,4.61,5.251,0.039,0.0,0.004,0.211,0.007,-4.503,1.411410812579561e-05,0.81,96.23858642578125%,3.953,4.199509143829346%,0.679,0.611,0.388,0.925,0.247,0.765,0.027,0.727,0.33,0.266,16.557,0.035,0.026,0.651,0.041,0.008,0.023,0.332,0.287,0.171,0.072,0.889,0.577,3.119,3.706,4.751,5.685,0.013,0.004,0.003,0.046,0.067,0.546,0.011,0.032,0.004,0.264,0.336,0.011,204.19,245.61,0.831,0,0,0.0,3,2,6,0,0,10,0.3,3,0,0,0,0,0,1,0,0,0.583,4.758,0.733,32.0,3.341,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
CC(C)=CCCC1(C)OC2(C)CCC1CC2,-4.461,3.88,4.955,0.192,0.0,0.003,0.014,0.009,-4.479,1.454671837564092e-05,0.142,98.11185455322266%,2.994,3.3657398223876953%,0.116,0.395,0.357,0.939,0.198,0.629,0.035,0.254,0.051,0.25,16.333,0.158,0.051,0.772,0.033,0.005,0.019,0.022,0.644,0.228,0.092,0.806,0.245,2.489,3.294,4.022,5.516,0.002,0.003,0.001,0.023,0.18,0.166,0.008,0.045,0.002,0.059,0.11,0.003,222.2,257.037,0.864,1,0,9.23,3,2,0,1,0,10,0.3,1,1,0,0,0,0,1,0,0,0.64,4.509,0.867,35.0,3.034,0,0,0,0,Accepted,Rejected,Rejected,Accepted,1
C=CC(C)=CCC=C(C)CCC=C(C)C,-5.434,4.52,6.286,0.768,0.003,0.005,0.851,0.97,-4.565,1.5389123291242868e-05,0.218,94.43482971191406%,5.502,4.625548839569092%,0.904,0.323,0.484,0.876,0.363,0.909,0.407,0.538,0.321,0.269,14.162,0.307,0.029,0.967,0.028,0.004,0.016,0.374,0.965,0.772,0.954,0.983,0.262,2.941,3.376,5.371,5.904,0.011,0.005,0.008,0.019,0.044,0.215,0.011,0.634,0.006,0.647,0.279,0.116,204.19,257.45,0.793,0,0,0.0,6,0,0,0,0,4,1.5,0,0,0,1,0,0,1,2,0,0.412,3.162,0.467,0.0,2.774,0,0,0,0,Accepted,Rejected,Rejected,Accepted,4
CC(C)=CCCC(C)=CCO,-2.718,2.719,3.606,0.013,0.004,0.004,0.958,0.985,-4.299,1.4124835615803022e-05,0.945,88.86487579345703%,3.402,9.835766792297363%,0.579,0.189,0.063,0.445,0.028,0.75,0.014,0.12,0.023,0.204,12.604,0.737,0.014,0.928,0.039,0.004,0.012,0.023,0.934,0.539,0.569,0.988,0.023,0.939,1.797,3.762,5.066,0.007,0.003,0.014,0.009,0.068,0.015,0.003,0.034,0.004,0.514,0.049,0.004,154.14,185.034,0.833,1,1,20.23,4,0,0,1,0,2,2.0,0,0,0,0,0,1,0,0,1,0.617,2.681,0.6,0.0,2.905,0,0,0,0,Accepted,Rejected,Accepted,Rejected,3
C=CC1(C)CCC(C(C)(C)O)CC1C(=C)C,-3.015,3.7,3.807,0.017,0.0,0.005,0.057,0.007,-4.369,1.8253867892781276e-05,0.89,81.97167205810547%,1.359,9.817703247070312%,0.05,0.5,0.069,0.922,0.178,0.567,0.022,0.671,0.423,0.308,5.137,0.163,0.01,0.032,0.017,0.003,0.018,0.211,0.062,0.054,0.798,0.948,0.519,2.513,3.796,4.416,5.632,0.006,0.003,0.003,0.014,0.127,0.379,0.004,0.034,0.003,0.02,0.563,0.002,222.2,262.957,0.845,1,1,20.23,3,1,6,1,0,8,0.375,3,0,0,0,0,0,1,1,0,0.717,4.178,0.733,29.538,3.031,0,0,0,0,Accepted,Rejected,Accepted,Accepted,1
CC1=CCCC2(C)CCC(=C(C)C)CC12,-5.157,4.385,5.547,0.184,0.001,0.003,0.957,0.774,-4.5,1.2888059245597104e-05,0.253,97.83397674560547%,5.773,2.7617008686065674%,0.42,0.516,0.315,0.89,0.342,0.682,0.043,0.441,0.173,0.24,16.408,0.086,0.021,0.169,0.064,0.006,0.017,0.052,0.217,0.181,0.084,0.907,0.074,3.179,4.059,5.38,5.877,0.016,0.004,0.004,0.011,0.218,0.264,0.008,0.029,0.003,0.214,0.124,0.003,204.19,245.61,0.831,0,0,0.0,0,2,10,0,0,12,0.0,2,0,0,0,0,0,1,0,0,0.494,4.12,0.733,33.0,3.246,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
CC1=CC2C(C(C)C)CCC(C)C2(O)CC1,-4.553,3.848,4.546,0.004,0.001,0.006,0.389,0.781,-4.4,1.5901005099294707e-05,0.912,96.43922424316406%,2.023,3.4843106269836426%,0.265,0.412,0.147,0.917,0.326,0.566,0.016,0.335,0.189,0.458,14.707,0.072,0.025,0.279,0.25,0.032,0.149,0.033,0.056,0.077,0.004,0.068,0.19,2.621,3.582,4.505,5.206,0.005,0.003,0.006,0.006,0.098,0.549,0.003,0.024,0.003,0.401,0.62,0.008,222.2,257.037,0.864,1,1,20.23,1,2,10,1,0,11,0.091,4,0,0,0,0,0,1,0,0,0.669,4.262,0.867,36.0,3.06,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
CC12CCC3(C1)C(CC2=O)CC(OC(=O)c1ccccc1)C1C(C)(CO)CCCC13C,-5.157,4.299,4.197,0.917,0.0,0.004,0.022,0.105,-5.019,1.995267484744545e-05,0.147,98.60466003417969%,1.122,2.4339439868927%,0.022,0.456,0.129,0.918,0.205,0.447,0.092,0.104,0.871,0.43,14.518,0.404,0.016,0.219,0.032,0.015,0.283,0.072,0.028,0.06,0.003,0.058,0.209,0.497,4.623,4.32,4.922,0.081,0.602,0.006,0.919,0.392,0.33,0.571,0.111,0.024,0.152,0.868,0.073,424.26,454.744,0.933,4,1,63.6,4,5,15,4,0,27,0.148,7,1,0,0,0,1,2,0,0,0.679,5.596,0.704,153.522,2.517,0,0,0,0,Accepted,Rejected,Rejected,Accepted,2
CC12CCC3(C1)C(CC2=O)CC(OC(=O)c1ccccc1)C1C(C)(C(=O)O)CCCC13C,-4.894,4.451,3.948,0.058,0.0,0.005,0.029,0.016,-5.273,1.9650693502626385e-05,0.044,98.6514663696289%,0.568,2.4560210704803467%,0.011,0.587,0.031,0.91,0.171,0.553,0.005,0.088,0.466,0.193,3.94,0.44,0.003,0.148,0.016,0.009,0.438,0.051,0.017,0.083,0.003,0.175,0.156,0.222,4.029,3.585,4.757,0.187,0.551,0.011,0.85,0.27,0.171,0.962,0.157,0.044,0.214,0.871,0.111,438.24,460.898,0.951,5,1,80.67,4,5,15,5,0,28,0.143,7,1,0,0,0,1,1,0,0,0.65,5.531,0.667,158.667,2.439,0,0,0,0,Accepted,Accepted,Rejected,Accepted,3
CC12CCC3(C1)C(CC(OC(=O)c1ccccc1)C1C(C)(CO)CCCC13C)CC2O,-4.854,4.445,4.486,0.6,0.001,0.005,0.013,0.012,-4.949,2.096339812851511e-05,0.098,98.62677001953125%,1.242,1.7659233808517456%,0.025,0.294,0.066,0.819,0.199,0.558,0.044,0.141,0.755,0.32,15.287,0.156,0.04,0.123,0.027,0.024,0.084,0.26,0.6,0.037,0.003,0.031,0.277,1.602,5.082,5.611,5.502,0.031,0.108,0.001,0.915,0.389,0.432,0.395,0.115,0.011,0.295,0.933,0.124,426.28,457.381,0.932,4,2,66.76,4,5,15,4,0,26,0.154,8,0,0,0,0,0,1,0,0,0.669,5.665,0.741,154.468,2.647,0,0,0,0,Accepted,Rejected,Rejected,Accepted,2
CC1=CCC2C(C)(C)CCCC2(C)C1CO,-4.758,3.99,4.556,0.008,0.0,0.005,0.282,0.103,-4.358,1.2433476513251662e-05,0.863,94.04678344726562%,1.314,8.317726135253906%,0.176,0.533,0.143,0.883,0.29,0.782,0.012,0.776,0.095,0.216,13.007,0.116,0.006,0.15,0.022,0.007,0.047,0.225,0.172,0.038,0.048,0.827,0.83,2.726,4.31,5.26,5.999,0.007,0.003,0.001,0.024,0.135,0.064,0.004,0.036,0.002,0.152,0.359,0.003,222.2,257.037,0.864,1,1,20.23,1,2,10,1,0,11,0.091,3,0,0,0,0,0,1,0,0,0.669,3.815,0.867,38.571,3.205,0,0,0,0,Accepted,Rejected,Rejected,Accepted,1
CC1(C)CCCC2(C)c3coc(O)c3CCC12,-4.704,4.32,4.485,0.012,0.0,0.005,0.016,0.564,-4.708,2.208818659710232e-05,0.219,97.12230682373047%,3.213,4.095240592956543%,0.165,0.689,0.102,0.702,0.302,0.933,0.136,0.857,0.041,0.156,12.318,0.242,0.005,0.116,0.024,0.007,0.608,0.368,0.381,0.339,0.006,0.41,0.955,2.214,3.91,4.4,5.19,0.022,0.006,0.02,0.687,0.226,0.03,0.719,0.458,0.006,0.06,0.863,0.03,234.16,254.634,0.92,2,1,33.37,0,3,13,2,0,15,0.0,2,0,0,0,0,0,0,1,0,0.735,3.966,0.733,68.692,2.273,0,0,0,0,Accepted,Rejected,Rejected,Accepted,3
CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,-7.005,6.271,7.272,0.114,0.001,0.003,0.033,0.732,-4.802,1.5509387594647706e-05,0.848,98.534912109375%,1.606,1.5671629905700684%,0.063,0.353,0.076,0.927,0.098,0.677,0.001,0.321,0.145,0.314,18.341,0.025,0.137,0.207,0.141,0.023,0.01,0.625,0.956,0.014,0.004,0.021,0.48,2.538,5.315,4.811,6.061,0.002,0.003,0.0,0.006,0.416,0.876,0.014,0.056,0.001,0.044,0.799,0.008,388.37,450.112,0.863,1,1,20.23,5,4,17,1,0,20,0.25,9,0,0,0,0,0,1,0,0,0.518,4.148,1.0,68.37,2.212,0,0,0,0,Accepted,Rejected,Rejected,Rejected,3
C[N+]1(C)CCCC1C(=O)[O-],-0.123,-2.201,-2.711,0.0,0.143,0.965,0.995,0.996,-5.596,0.0001581792894285,0.287,11.37285327911377%,0.75,92.36018371582031%,0.008,0.578,0.014,0.052,0.007,0.451,0.001,0.41,0.004,0.019,2.491,0.916,0.005,0.458,0.008,0.004,0.033,0.699,0.086,0.017,0.129,0.387,0.307,0.035,2.304,3.5,3.145,0.004,0.001,0.004,0.002,0.322,0.006,0.005,0.011,0.004,0.004,0.002,0.002,143.09,147.013,0.973,3,0,40.13,1,1,5,3,0,6,0.167,1,0,0,1,0,1,1,0,0,0.441,4.52,0.857,20.923,1.355,0,0,0,0,Accepted,Accepted,Accepted,Rejected,0
CC1CCCC(=O)C1C,-1.687,1.279,1.812,0.0,0.001,0.006,0.025,0.028,-4.332,2.088253495458048e-05,0.995,70.1654281616211%,0.979,30.45235824584961%,0.348,0.861,0.05,0.811,0.037,0.372,0.007,0.707,0.04,0.34,13.969,0.787,0.009,0.315,0.357,0.042,0.138,0.088,0.109,0.332,0.548,0.949,0.089,0.515,2.146,2.702,4.155,0.055,0.003,0.017,0.007,0.156,0.082,0.011,0.017,0.005,0.017,0.009,0.006,126.1,144.522,0.873,1,0,17.07,0,1,6,1,0,7,0.0,2,1,0,0,0,1,1,0,0,0.485,3.15,0.875,16.0,1.236,0,0,0,0,Accepted,Accepted,Accepted,Rejected,0
CC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,-4.297,4.089,3.883,0.459,0.0,0.007,0.717,0.141,-4.777,1.4183221537678037e-05,0.93,92.68079376220703%,1.191,3.654099702835083%,0.109,0.655,0.166,0.875,0.341,0.54,0.014,0.885,0.23,0.379,19.368,0.485,0.013,0.117,0.543,0.011,0.16,0.811,0.043,0.416,0.01,0.026,0.959,0.608,4.426,4.096,4.902,0.053,0.069,0.002,0.084,0.146,0.811,0.82,0.328,0.011,0.11,0.887,0.179,314.22,347.217,0.905,2,0,34.14,1,4,17,2,0,22,0.045,6,1,0,0,0,1,1,1,0,0.656,4.11,0.81,68.421,2.483,0,0,0,0,Accepted,Rejected,Accepted,Accepted,5
CC(C)=C1CC(=O)C(C)(O)c2cc(O)c(C)cc21,-2.955,2.41,2.698,0.199,0.963,0.008,0.377,0.025,-4.796,1.531699308543466e-05,0.825,68.06350708007812%,1.306,28.47661590576172%,0.746,0.438,0.197,0.805,0.104,0.716,0.139,0.242,0.114,0.813,9.171,0.873,0.032,0.11,0.658,0.459,0.187,0.703,0.877,0.441,0.009,0.325,0.905,0.526,3.505,4.142,4.46,0.282,0.057,0.595,0.158,0.33,0.386,0.005,0.358,0.035,0.053,0.756,0.744,246.13,264.072,0.932,3,2,57.53,0,2,10,3,0,13,0.0,1,1,0,0,0,2,3,1,0,0.74,3.685,0.4,51.048,1.779,0,0,0,0,Accepted,Accepted,Accepted,Accepted,5
CON=C1CC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)OC(C(C)=CC(C)C)C1C,-5.452,5.017,6.269,0.997,0.989,0.048,0.043,0.963,-4.692,1.6756122931838036e-05,0.685,94.54669189453125%,2.283,3.7282094955444336%,0.002,0.065,0.009,0.897,0.01,0.045,0.001,0.304,0.573,0.712,4.458,0.013,0.212,0.956,0.778,0.855,0.138,0.919,0.338,0.115,0.003,0.006,0.949,2.474,4.791,6.861,6.487,0.002,0.183,0.004,0.723,0.04,0.403,0.034,0.796,0.031,0.794,0.904,0.978,639.38,668.589,0.956,9,2,116.04,3,5,23,9,0,37,0.081,10,1,0,2,0,1,1,1,1,0.229,7.391,0.676,126.581,2.407,1,0,0,0,Rejected,Accepted,Rejected,Rejected,9
CC(C)C1=CCC(C)(O)CC1,-2.169,2.111,2.696,0.0,0.001,0.004,0.833,0.485,-4.231,2.020966712734662e-05,0.877,78.81708526611328%,1.471,23.455493927001953%,0.314,0.614,0.123,0.888,0.087,0.721,0.03,0.286,0.083,0.312,11.895,0.492,0.006,0.056,0.25,0.009,0.019,0.06,0.056,0.939,0.021,0.926,0.016,0.919,2.053,2.083,3.703,0.029,0.002,0.004,0.006,0.088,0.014,0.005,0.025,0.004,0.073,0.043,0.009,154.14,179.114,0.861,1,1,20.23,1,1,6,1,0,6,0.167,1,0,0,0,0,0,1,0,0,0.575,3.825,0.8,19.556,2.906,0,0,0,0,Accepted,Accepted,Accepted,Rejected,2
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,-4.79,3.58,2.862,0.999,0.0,0.003,0.142,0.189,-4.923,2.752091859292705e-05,0.048,96.00333404541016%,0.684,3.279249668121338%,0.033,0.501,0.399,0.921,0.205,0.162,0.016,0.73,0.773,0.904,18.94,0.272,0.407,0.383,0.046,0.011,0.139,0.939,0.93,0.839,0.003,0.009,0.662,0.857,3.495,3.842,4.327,0.566,0.942,0.001,0.712,0.368,0.898,0.951,0.857,0.266,0.208,0.462,0.514,340.2,362.111,0.939,3,0,43.37,0,5,17,3,0,27,0.0,6,1,1,0,0,4,4,1,1,0.615,4.933,0.727,112.105,2.575,2,0,0,0,Accepted,Accepted,Accepted,Accepted,9
Cc1ccc2c(c1)C(C(C)C)CCC2C,-5.954,4.73,5.166,0.502,0.004,0.004,0.607,0.987,-4.508,1.4133461263554636e-05,0.562,97.80338287353516%,2.946,2.8239805698394775%,0.384,0.939,0.634,0.954,0.494,0.864,0.09,0.854,0.47,0.794,7.286,0.069,0.046,0.114,0.178,0.216,0.175,0.233,0.067,0.147,0.019,0.669,0.112,3.001,4.474,5.066,5.625,0.013,0.002,0.006,0.009,0.287,0.316,0.003,0.019,0.003,0.025,0.11,0.004,202.17,242.974,0.832,0,0,0.0,1,2,10,0,0,11,0.091,2,0,0,0,0,0,1,0,0,0.622,3.126,0.6,40.0,1.021,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
